ShowNumber,AirDate,Round,Category,Value,Question,Answer
67,12/11/1984,Double Jeopardy!,SCIENCE,$200 ,Land animal with the largest teeth,the elephant
67,12/11/1984,Double Jeopardy!,SCIENCE,$400 ,"""Diffraction"" refers to the way it bends",light
67,12/11/1984,Double Jeopardy!,SCIENCE,$600 ,The 2 primary ferrous metals,iron and steel
67,12/11/1984,Double Jeopardy!,SCIENCE,$800 ,Natural vanilla flavoring comes from this tropical flower,the orchid
67,12/11/1984,Double Jeopardy!,SCIENCE,"$1,000 ",Stratigraphy is a branch of this science,geology
4906,1/2/2006,Double Jeopardy!,SCIENCE,$400 ,"An enzyme in saliva called ptyalin converts these into maltose, a sugar",carbohydrates (or starches)
4906,1/2/2006,Double Jeopardy!,SCIENCE,$800 ,A dry Sirocco is a warm wind that carries particles of sand from this African desert across the Mediterranean,the Sahara
4906,1/2/2006,Double Jeopardy!,SCIENCE,"$1,200 ","In 1729 this Swede wrote ""Praeludia Sponsaliorum Plantarum"", which described the sexual processes of plants",Linnaeus
4906,1/2/2006,Double Jeopardy!,SCIENCE,"$1,600 ","(<a href=""http://www.j-archive.com/media/2006-01-02_DJ_24.jpg"" target=""_blank"">Leroy Chow aboard the International Space Station reads the clue.</a>)  We breathe thanks to this process: electricity from the solar panels splits water into hydrogen & oxygen",electrolysis
4906,1/2/2006,Double Jeopardy!,SCIENCE,"$2,000 ","This metal's name is from the Greek for ""rose""; it forms salts that give rose-colored solutions",rhodium
5780,10/30/2009,Double Jeopardy!,SCIENCE,$400 ,Black spot is a serious fungal disease that affects these flowers; rugosas have good resistance,roses
5780,10/30/2009,Double Jeopardy!,SCIENCE,$800 ,Polarized lenses are one method used in these items that make some movie theater experiences more exciting,3-D movies
5780,10/30/2009,Double Jeopardy!,SCIENCE,"$1,200 ","William Jennings Bryan called this theory a ""program of infidelity masquerading under the name of science""",evolution
5780,10/30/2009,Double Jeopardy!,SCIENCE,"$1,600 ","With cups that rotate horizontally, an anemometer measures the speed of this, anemos in Greek",wind
5780,10/30/2009,Double Jeopardy!,SCIENCE,"$2,000 ",Don't blame me--the most common cause of earthquakes is movement along these lines,fault lines
6167,6/7/2011,Double Jeopardy!,SCIENCE,$400 ,They're also called erythrocytes,red blood cells
6167,6/7/2011,Double Jeopardy!,SCIENCE,"$3,200 ","The name of this noble gas is from the Greek for ""new""",neon
6167,6/7/2011,Double Jeopardy!,SCIENCE,"$1,200 ",The Haber process uses nitrogen & hydrogen to synthetically produce this pungent gas,ammonia
6167,6/7/2011,Double Jeopardy!,SCIENCE,"$1,600 ","(<a href=""http://www.j-archive.com/media/2011-06-07_DJ_04.jpg"" target=""_blank"">Jimmy of the Clue Crew displays a chemical formula on the monitor.</a>)  When acetic acid in vinegar reacts with CaCO<sub>3</sub>, this compound in the eggshell, bubbles of CO<sub>2</sub> form in the vinegar & dissolve the shell, leaving just the membrane",calcium carbonate
6167,6/7/2011,Double Jeopardy!,SCIENCE,"$2,000 ",This unit of pressure is equal to about 14.7 pounds per square inch or 1 bar,one atmosphere
5274,7/12/2007,Jeopardy!,SCIENCE,$200 ,"( <a href=""http://www.j-archive.com/media/2007-07-12_J_07.jpg"" target=""_blank"">Kelly of the Clue Crew delivers the clue from a science lab.</a> ) The heat from the lamp causes the snake to dance, as hot air is less this five-letter term than cold air and therefore rises and spins the snake",dense
5274,7/12/2007,Jeopardy!,SCIENCE,$400 ,"In the nervous system, calcium ions crossing the gap between these cause a release of acetylcholine",neurons
5274,7/12/2007,Jeopardy!,SCIENCE,$600 ,"( <a href=""http://www.j-archive.com/media/2007-07-12_J_18.jpg"" target=""_blank"">Kelly delivers the clue from the lab.</a> ) Normally, an ice cube floats; <a href=""http://www.j-archive.com/media/2007-07-12_J_18a.jpg"" target=""_blank"">this one, however, sinks right to the bottom</a> because it's made of heavy water, or D<sub>2</sub>O; the D standing for this isotope",deuterium
5274,7/12/2007,Jeopardy!,SCIENCE,$800 ,"As opposed to what arthropods have, vertebrates have this internal framework",endoskeleton
5274,7/12/2007,Jeopardy!,SCIENCE,"$1,000 ","( <a href=""http://www.j-archive.com/media/2007-07-12_J_20.jpg"" target=""_blank"">Jimmy of the Clue Crew delivers the clue.</a> ) Though the top book appears to be suspended in air, more than half the weight of the stack rests on the table - the principle is used to build this type of bridge",cantilever bridge
2578,11/15/1995,Jeopardy!,SCIENCE,$100 ,Mycobacterium tuberculosis is one of the organisms this process kills in milk,Pasteurization
2578,11/15/1995,Jeopardy!,SCIENCE,$200 ,"Like humans, the Red-vented Bulbul bird needs a dietary source of this vitamin, also called ascorbic acid",Vitamin C
2578,11/15/1995,Jeopardy!,SCIENCE,$300 ,Boiling bones & hides converts the protein collagen to this foodstuff,Gelatin
2578,11/15/1995,Jeopardy!,SCIENCE,$400 ,Horseshoe crabs & coelacanth fish are considered living ones of these,Fossils
2578,11/15/1995,Jeopardy!,SCIENCE,$500 ,"Quarks have six known ones of these, which is far short of Baskin-Robbins",flavors
2628,1/24/1996,Jeopardy!,SCIENCE,$100 ,"Drumlins are elongated, elliptical hills formed at the edges of these moving ice masses",Glaciers
2628,1/24/1996,Jeopardy!,SCIENCE,$200 ,Elements are arranged in order of their atomic numbers on this table,Periodic Table of Elements
2628,1/24/1996,Jeopardy!,SCIENCE,$300 ,This yellow element is found in gunpowder & matches & is used in vulcanizing rubber,Sulphur
2628,1/24/1996,Jeopardy!,SCIENCE,$400 ,"2 bacteria, Lactobacillus Bulgaricus & Streptococcus Thermophilus, turn milk into this",Yogurt
2628,1/24/1996,Jeopardy!,SCIENCE,$500 ,"Named after its 19th century inventor, this pendulum demonstrates the Earth's rotation",Foucault's Pendulum
6257,11/29/2011,Double Jeopardy!,SCIENCE,$400 ,This inert gas alters your voice because sound travels more than twice as fast in it as in air,helium
6257,11/29/2011,Double Jeopardy!,SCIENCE,$800 ,"Lignin, a substance in wood, changes when exposed to oxygen; that makes white paper turn this color as it ages",yellow
6257,11/29/2011,Double Jeopardy!,SCIENCE,"$1,200 ","(<a href=""http://www.j-archive.com/media/2011-11-29_DJ_13.wmv"">Sarah of the Clue Crew gives the clue as she and Kelly demonstrate a potato gun.</a>)  A potato gun demonstrates Boyle's Law using a simple tube & a stick; pushing the stick reduces the volume of air and increases this 8-letter term, making the potato go ballistic",pressure
6257,11/29/2011,Double Jeopardy!,SCIENCE,"$1,600 ","Slow-motion video shows this bug evading a swat in 250 milliseconds; for 240 of those, it's repositioning itself to jump",a fly
6257,11/29/2011,Double Jeopardy!,SCIENCE,"$1,000 ",It's the form of glucose that rotates a plane of polarized light clockwise,dextrose
2753,7/17/1996,Double Jeopardy!,SCIENCE,$200 ,Almost the entire mass of an atom is contained in this central portion,Nucleus
2753,7/17/1996,Double Jeopardy!,SCIENCE,$400 ,In 1914 she became head of the Paris Institute of Radium,Marie Curie
2753,7/17/1996,Double Jeopardy!,SCIENCE,$600 ,They're the tiny threadlike structures that carry the genes - you have 23 pairs,Chromosomes
2753,7/17/1996,Double Jeopardy!,SCIENCE,$800 ,Organic chemistry specializes in compounds that contain this element,Carbon
2753,7/17/1996,Double Jeopardy!,SCIENCE,"$2,000 ",His discovery of energy quanta earned him the 1918 Nobel Prize for Physics,Max Planck
1158,9/20/1989,Double Jeopardy!,SCIENCE,$200 ,"The only substance known to ancient man in solid, liquid & gas form",Water
1158,9/20/1989,Double Jeopardy!,SCIENCE,$400 ,Most of the world's supply of this light gas comes from natural gas fields in the U.S.,Helium
1158,9/20/1989,Double Jeopardy!,SCIENCE,"$1,800 ","Launched by the Soviets in 1957, the 1st living creature to orbit the Earth was one of these",Dog (Laika)
1158,9/20/1989,Double Jeopardy!,SCIENCE,$800 ,"Some hemophiliacs spend over $50,000 per year on Factor VIII which does this for the blood",Allows it to Clot
1158,9/20/1989,Double Jeopardy!,SCIENCE,"$1,000 ",Science took a leap forward when physicist Max Planck devised this theory about light,Quantum Theory
1474,1/17/1991,Jeopardy!,SCIENCE,$100 ,"Invented by Edwin Land, it was the first instant camera",Polaroid Camera
1474,1/17/1991,Jeopardy!,SCIENCE,$200 ,"When Henry Cavendish discovered this lightest-known element, he called it inflammable air",Hydrogen
1474,1/17/1991,Jeopardy!,SCIENCE,$300 ,Galileo is said to have done gravity experiments by dropping weights from this tower,Leaning Tower of Pisa
1474,1/17/1991,Jeopardy!,SCIENCE,$400 ,"In ancient times, lodestone was used as a form of this instrument",Compass
1474,1/17/1991,Jeopardy!,SCIENCE,$500 ,A positive ion is formed when an atom loses one or more of these,Electron
1790,5/15/1992,Double Jeopardy!,SCIENCE,$200 ,by definition an anaerobe is an organism that lives in an environment free of this element,oxygen
1790,5/15/1992,Double Jeopardy!,SCIENCE,$400 ,The Gutenberg Discontinuity is the boundary that separates the core from this part of the earth,the mantle
1790,5/15/1992,Double Jeopardy!,SCIENCE,$600 ,"From its Latin name argentum, Ag is the chemical symbol for this metallic element",silver
1790,5/15/1992,Double Jeopardy!,SCIENCE,$800 ,It's the solid part of the earth as distinguished from the atmosphere & hydrosphere,the lithosphere
1790,5/15/1992,Double Jeopardy!,SCIENCE,"$1,000 ","In 1979 it was discovered that this genetic structure spirals to the left, not to the right as once believed",DNA
2922,4/22/1997,Jeopardy!,SCIENCE,$100 ,The boundary between the mantle & this layer is called the Mohorovicic Discontinuity,Crust
2922,4/22/1997,Jeopardy!,SCIENCE,$200 ,These 2 ducts lead from the ovaries to the uterus,Fallopian tubes
2922,4/22/1997,Jeopardy!,SCIENCE,$300 ,"In the 1920s, Julius Nieuwland polymerized acetylene, added chlorine atoms & created this synthetic rubber",Neoprene
2922,4/22/1997,Jeopardy!,SCIENCE,$400 ,"On July 10, 1996 scientists released close-up photos of Ganymede taken by this space probe",Galileo
2922,4/22/1997,Jeopardy!,SCIENCE,$500 ,In 1993 Eugene & Carolyn Shoemaker & David Levy discovered a highly fragmented one of these,Comet
3828,4/4/2001,Double Jeopardy!,SCIENCE,$200 ,"Silver iodide & silver bromide are sensitive to this, hence their use in photography",light
3828,4/4/2001,Double Jeopardy!,SCIENCE,$400 ,Term for the edible endospermic seeds of an ear of corn,kernels
3828,4/4/2001,Double Jeopardy!,SCIENCE,$600 ,"Sore, stiff joints are one symptom of this condition suffered by sailors off the C, vitamin C",scurvy
3828,4/4/2001,Double Jeopardy!,SCIENCE,$800 ,"Though his work was ""uncertain"", he won the Nobel Prize for Physics in 1932, just on ""principle""",Werner Heisenberg
3828,4/4/2001,Double Jeopardy!,SCIENCE,"$1,000 ",The element named for him wasn't one of the ones he left a gap for in the periodic table; it came in at 101,Dmitri Mendeleev
2353,11/23/1994,Double Jeopardy!,SCIENCE,$200 ,This heavenly body's prominences include dark filaments & clouds of gas,The Sun
2353,11/23/1994,Double Jeopardy!,SCIENCE,$400 ,"In botany there are 4 flower parts:  sepals, petals, stamens & these",Pistils
2353,11/23/1994,Double Jeopardy!,SCIENCE,$600 ,"You have many sweatglands, but only this number of lacrimal glands",2
2353,11/23/1994,Double Jeopardy!,SCIENCE,$800 ,The highest jet streams occur in this layer of the atmosphere that begins 10 miles above the earth,Stratosphere
2353,11/23/1994,Double Jeopardy!,SCIENCE,"$1,000 ","There are 3 types of RNA:  transfer, ribosomal & this",Messenger
3019,10/16/1997,Jeopardy!,SCIENCE,$100 ,The Graafian follicles of these glands contain the female reproductive cells,Ovaries
3019,10/16/1997,Jeopardy!,SCIENCE,$200 ,"The sun is 333,000 times as massive as the Earth & 1,047 times as massive as this planet",Jupiter
3019,10/16/1997,Jeopardy!,SCIENCE,$400 ,Two 9-volt batteries in a series circuit produce this many volts of electromotive force,18
3019,10/16/1997,Jeopardy!,SCIENCE,$500 ,The screw & the wedge are adaptations of this type of simple machine,Inclined plane
5736,7/13/2009,Double Jeopardy!,SCIENCE,$400 ,"Of copper, iron or aluminum, the one that would be most attracted to a magnet",iron
5736,7/13/2009,Double Jeopardy!,SCIENCE,$800 ,"In a month, this object ranges from about 225,000 miles to 252,000 miles from the Earth",the Moon
5736,7/13/2009,Double Jeopardy!,SCIENCE,"$1,200 ","(<a href=""http://www.j-archive.com/media/2009-07-13_DJ_13.wmv"">Jimmy of the clue tries to crack a whip.</a>)  Like a jet plane traveling faster than mach 1, a whip makes a cracking noise because it's traveling faster than the speed of this",sound
5736,7/13/2009,Double Jeopardy!,SCIENCE,"$1,600 ","By definition, it's what a carnivore eats",meat
5736,7/13/2009,Double Jeopardy!,SCIENCE,"$2,000 ","(<a href=""http://www.j-archive.com/media/2009-07-13_DJ_17.wmv"">Sarah of the Clue Crew levitates a ping-pong ball over a hair dryer.</a>)  What goes up stays up when the force of air moving up from the hair dryer equals this force pulling down on the ping-pong ball",gravity
1426,11/12/1990,Double Jeopardy!,SCIENCE,$200 ,In 1985 a hole was discovered in the ozone layer over this continent,Antarctica
1426,11/12/1990,Double Jeopardy!,SCIENCE,$400 ,Just using flour & water gives you unleavened bread; add this fungus to leaven it,yeast
1426,11/12/1990,Double Jeopardy!,SCIENCE,$600 ,"Meaning ""without water"", it's one type of barometer",aneroid
1426,11/12/1990,Double Jeopardy!,SCIENCE,$800 ,"Miranda, a moon of this planet, was the 1st not named after a god or spirit",Uranus
1426,11/12/1990,Double Jeopardy!,SCIENCE,"$1,000 ","Heisenberg's uncertainty principle says you can figure out a particle's momentum or this, not both",its position
3444,7/22/1999,Double Jeopardy!,SCIENCE,$200 ,"In 70-degree air, a plane traveling at about 1,130 feet per second breaks it",Sound barrier
3444,7/22/1999,Double Jeopardy!,SCIENCE,$400 ,Scientists say the Earth has warmed about 9 degrees since the last of these frigid ages,Ice Age
3444,7/22/1999,Double Jeopardy!,SCIENCE,$600 ,"In 1987 the Smithsonian celebrated the 300th anniversary of this scientist's ""Principia""",Sir Isaac Newton
3444,7/22/1999,Double Jeopardy!,SCIENCE,$800 ,It was this part of his wife's body that Wilhelm Roentgen X-rayed first,Hand
3444,7/22/1999,Double Jeopardy!,SCIENCE,"$1,000 ",In 1995 scientists in Switzerland created atoms of this substance that may not exist naturally in our universe,Antimatter
2869,2/6/1997,Jeopardy!,SCIENCE,$100 ,"Magnetism occurs most strongly in 3 elements: nickel, cobalt & this",Iron
2869,2/6/1997,Jeopardy!,SCIENCE,$200 ,In 1665 Robert Hooke described & named this structural unit; bacteria have only one,Cell
2869,2/6/1997,Jeopardy!,SCIENCE,$300 ,In 1698 Thomas Savery designed the first practical engine to run on this power,Steam
2869,2/6/1997,Jeopardy!,SCIENCE,$400 ,"This blood protein now comes in alpha, beta & gamma types",Globulins
2869,2/6/1997,Jeopardy!,SCIENCE,$500 ,"Simple machine Archimedes would use to ""move the Earth"" if you gave him a firm spot on which to stand",Lever
2901,3/24/1997,Final Jeopardy!,SCIENCE,None,"Not long after its development, Robert Boyle renamed the Torricellian Tube this",Barometer
2543,9/27/1995,Jeopardy!,SCIENCE,$100 ,Ferrovanadium is an alloy of vanadium & this metal,iron
2543,9/27/1995,Jeopardy!,SCIENCE,$200 ,The horny casing of the toes of ungulates is called this,hooves
2543,9/27/1995,Jeopardy!,SCIENCE,$300 ,In 1990 this space telescope provided the first picture of Charon as completely separate from Pluto,the Hubble telescope
2543,9/27/1995,Jeopardy!,SCIENCE,$400 ,"He outlines his 3 laws of motion in ""Philosophiae Naturalis Principia Mathematica""",Sir Isaac Newton
2543,9/27/1995,Jeopardy!,SCIENCE,$500 ,"Fusion, the change of a solid to a liquid state, is more commonly called this",melting
4996,5/8/2006,Final Jeopardy!,SCIENCE,None,The symbol of this element first isolated in 1783 comes from its German name,tungsten
2624,1/18/1996,Jeopardy!,SCIENCE,$100 ,"Among alkaloids found in plants, this stimulant is found in coffee or tea",caffeine
2624,1/18/1996,Jeopardy!,SCIENCE,$200 ,You may not need a high IQ to know IQ stands for this,intelligence quotient
2624,1/18/1996,Jeopardy!,SCIENCE,$300 ,Name for the process a caterpillar goes through to become a moth,metamorphosis
2624,1/18/1996,Jeopardy!,SCIENCE,$400 ,"When cocci live in pairs, they're called diplococci; in clusters, staphylococci; in chains, this",streptococci
2624,1/18/1996,Jeopardy!,SCIENCE,$700 ,"Next in length on the scale of geological time: age, epoch, period, era...",eon
4324,5/22/2003,Double Jeopardy!,SCIENCE,$400 ,In the early 1830s Michael Faraday found that a moving one of these can produce an electric current,magnet
4324,5/22/2003,Double Jeopardy!,SCIENCE,$800 ,"In 1953 Watson & Crick built a model of the molecular structure of this, the gene-carrying substance",DNA
4324,5/22/2003,Double Jeopardy!,SCIENCE,"$1,200 ",In 2002 an 800-mile-diameter planetoid called Quaoar was found 1 billion miles past this 1430-mile-diameter planet,Pluto
4324,5/22/2003,Double Jeopardy!,SCIENCE,"$1,600 ",In the 1920s scientists discovered fossilized dinosaur eggs in this huge Mongolian desert,Gobi
4324,5/22/2003,Double Jeopardy!,SCIENCE,"$4,000 ","Among the compounds called alkanes, the hexanes are C6H14 -- & these hydrocarbons are C8H18",octanes
5213,4/18/2007,Double Jeopardy!,SCIENCE,$400 ,The fishlike amphioxus has a structure called a notochord which in humans develops into this column,the spinal column
5213,4/18/2007,Double Jeopardy!,SCIENCE,$800 ,"Newton's Third Law of Motion is usually quoted as ""For every action there is"" this 3-word type of ""reaction""",equal and opposite
5213,4/18/2007,Double Jeopardy!,SCIENCE,"$2,000 ","In geologic theory, the Earth's outer shell has about 12 big these, moving around tectonically",plates
5213,4/18/2007,Double Jeopardy!,SCIENCE,"$1,600 ","Boric acid, a weak acid, is used as this bacteria-killing infection-preventing type of substance",antiseptic
5213,4/18/2007,Double Jeopardy!,SCIENCE,"$2,000 ",This unit represents the explosive power of 2 billion pounds of TNT,megaton
4228,1/8/2003,Jeopardy!,SCIENCE,$200 ,The vast majority of this second-lightest gas comes from natural gas fields in the U.S.,helium
4228,1/8/2003,Jeopardy!,SCIENCE,$400 ,Sialia mexicana is the scientific name of the western bluebird: Sialia is the genus & mexicana tells you this,the species
4228,1/8/2003,Jeopardy!,SCIENCE,$600 ,"In a first-class type of this, the fulcrum is between the applied force and the load",a lever
4228,1/8/2003,Jeopardy!,SCIENCE,$800 ,The tail of this body is formed when ice turns into gas as it gets closer to the sun,a comet
4228,1/8/2003,Jeopardy!,SCIENCE,"$1,000 ",This 5-letter word is the opposite of attract,repel
4212,12/17/2002,Final Jeopardy!,SCIENCE,None,"It takes approximately 24,840 MPH to achieve this","escaping the Earth's gravity (and go off into outer space, on your way to the moon, for instance)"
5915,5/7/2010,Double Jeopardy!,SCIENCE,$400 ,The word rubber comes from the discovery that the stuff could be used to rub out marks made with this,pencil
5915,5/7/2010,Double Jeopardy!,SCIENCE,$800 ,"As it's caused by a lack of niacin, pellagra is termed this type of deficiency disease",vitamin deficiency
5915,5/7/2010,Double Jeopardy!,SCIENCE,"$1,200 ","In parts of the Caribbean, these are on a diurnal cycle: one high, one low a day, that's it",tides
5915,5/7/2010,Double Jeopardy!,SCIENCE,"$2,500 ",It's a substance that conducts current; sodium & potassium are 2 of the ones Gatorade restores to your body,an electrolyte
5915,5/7/2010,Double Jeopardy!,SCIENCE,"$2,000 ",Dimitri Mendeleyev made modern chemistry possible when he set this grouping of the elements,the periodic table
1296,4/2/1990,Double Jeopardy!,SCIENCE,$200 ,A simple one of these consists of a small weight swinging to & fro on the end of a string,Pendulum
1296,4/2/1990,Double Jeopardy!,SCIENCE,$400 ,The process by which a substance changes from liquid to a gas is called this,Vaporization
1296,4/2/1990,Double Jeopardy!,SCIENCE,$600 ,"The planets that are smaller than Earth are Mercury, Venus & these two",Mars & Pluto
1296,4/2/1990,Double Jeopardy!,SCIENCE,$800 ,An LED; it's used for displaying readings on digital watches & calculators,Light Emitting Diode
1296,4/2/1990,Double Jeopardy!,SCIENCE,"$1,000 ","When this scientist discovered oxygen, he called it dephlogisticated air",Joseph Priestley
280,10/4/1985,Jeopardy!,SCIENCE,$100 ,"Most living organisms have millions, but a prisoner only has one",a cell
280,10/4/1985,Jeopardy!,SCIENCE,$200 ,A 5th C. B.C. Greek philosopher was 1st to theorize that all matter is made of these,atoms
280,10/4/1985,Jeopardy!,SCIENCE,$300 ,Term for creatures like vultures or hermit crabs that eat carcasses & refuse,a scavenger
280,10/4/1985,Jeopardy!,SCIENCE,$400 ,Days & nights are always 12 hours long there,the equator
280,10/4/1985,Jeopardy!,SCIENCE,$500 ,"If you're studying mensuration, you're studying this",measurement
5502,7/8/2008,Jeopardy!,SCIENCE,$200 ,"It's what the ""L"" stands for in ""laser""",light
5502,7/8/2008,Jeopardy!,SCIENCE,$400 ,"The Celsius temperature scale is also called this, meaning ""divided into one hundred parts""",centigrade
5502,7/8/2008,Jeopardy!,SCIENCE,$600 ,"(<a href=""http://www.j-archive.com/media/2008-07-08_J_24.jpg"" target=""_blank"">Cheryl of the Clue Crew performs a science experiment.</a>) By mixing baking soda, a chemical base, with the acid in the lime juice, this gas is produced, resulting in a bubbly liquid",carbon dioxide
5502,7/8/2008,Jeopardy!,SCIENCE,$800 ,This one of the simple machines is made by using a wheel & a rope,a pulley
5502,7/8/2008,Jeopardy!,SCIENCE,"$1,000 ",Shock researcher Walter Cannon coined this word for an organism's ability to maintain internal equilibrium,homeostasis
5705,5/29/2009,Jeopardy!,SCIENCE,$200 ,He was in Shanghai in 1921 when he found out he had won a Nobel Prize for Physics,Einstein
5705,5/29/2009,Jeopardy!,SCIENCE,$400 ,Isaac Newton published his first mathematical formulation for this fundamental force in 1687,gravity
5705,5/29/2009,Jeopardy!,SCIENCE,$600 ,"In 1996 (seems late) researchers announced a new one of these body parts, the spheno-mandibularis",a muscle
5705,5/29/2009,Jeopardy!,SCIENCE,$800 ,"During an epidemic of this disease in 1796, Edward Jenner discovered the power of vaccines & used it to save lives",smallpox
5705,5/29/2009,Jeopardy!,SCIENCE,"$1,000 ","When boiling water, energy absorbed that escapes as vapor is this type of heat, from Latin latere, ""to hide""",latent energy
3622,5/9/2000,Double Jeopardy!,SCIENCE,$200 ,"In 1633 Descartes suppressed his book ""The World"" because it supported the ideas of this Italian",Galileo
3622,5/9/2000,Double Jeopardy!,SCIENCE,$400 ,"Rust is a slow example of this process:  combustion is defined as a ""rapid"" one",Oxidation
3622,5/9/2000,Double Jeopardy!,SCIENCE,$600 ,Don't worry about exploding when using this heart medicine -- it's too diluted,Nitroglycerin
3622,5/9/2000,Double Jeopardy!,SCIENCE,$800 ,"This family of trees has 2 genera, populus & salix; we wonder to which one Alyson Hannigan belongs",Willow
3622,5/9/2000,Double Jeopardy!,SCIENCE,"$1,000 ",Some protozoans' bodies can be divided into the fluid inner endoplasm & this more rigid outer part,Ectoplasm
1323,5/9/1990,Jeopardy!,SCIENCE,$100 ,"In computerese, a ""vaccine"" is a program that seeks out & destroys these",Computer viruses
1323,5/9/1990,Jeopardy!,SCIENCE,$200 ,A compass points toward this north pole,Magnetic North Pole
1323,5/9/1990,Jeopardy!,SCIENCE,$300 ,"Varieties of these simple plants include red, brown, green & blue-green",Algae
1323,5/9/1990,Jeopardy!,SCIENCE,$400 ,Behaviorists & dogs drool over the work of this Russian physiologist,Ivan Pavlov
1323,5/9/1990,Jeopardy!,SCIENCE,$500 ,"The most abundant metal on Earth, when it was discovered in 1820 it was worth more than gold",Aluminum
5178,2/28/2007,Double Jeopardy!,SCIENCE,$400 ,The universe's background radiation is thought to be left over from this primordial event,the Big Bang
5178,2/28/2007,Double Jeopardy!,SCIENCE,$800 ,"Electrically speaking, it's the opposite of resistivity",conductance
5178,2/28/2007,Double Jeopardy!,SCIENCE,"$1,200 ","Ossification, the formation of this, begins in the embryo at the end of the second month",bone
5178,2/28/2007,Double Jeopardy!,SCIENCE,"$1,600 ","C<sub>2</sub>H<sub>5</sub>, it's found before ""alcohol"" & is a homophone of a female first name",ethyl
5178,2/28/2007,Double Jeopardy!,SCIENCE,"$2,000 ","(<a href=""http://www.j-archive.com/media/2007-02-28_DJ_10.jpg"" target=""_blank"">Kelly of the Clue Crew indicates a formula on a monitor.</a>)  In Newton's law, ""F"" is the attractive force, ""G"" is the gravitational constant, ""m"" is the masses of two bodies, & ""d"" stands for this",distance
2967,6/24/1997,Double Jeopardy!,SCIENCE,$400 ,These 2 upper chambers of the heart receive & collect blood from the veins,the atria
2967,6/24/1997,Double Jeopardy!,SCIENCE,$600 ,It's measured in rads,radiation
2967,6/24/1997,Double Jeopardy!,SCIENCE,$800 ,In 1975 in Texas scientists found fossils of this flying lizard with a more than 50' wingspan,a pterodactyl
2967,6/24/1997,Double Jeopardy!,SCIENCE,"$1,000 ","The name of this dog star, the brightest star in the night sky, is Greek for ""scorching""",Sirius
5814,12/17/2009,Double Jeopardy!,SCIENCE,$400 ,This green pigment is required for photosynthesis,chlorophyll
5814,12/17/2009,Double Jeopardy!,SCIENCE,$800 ,One meter equals 39.37 of these,inches
5814,12/17/2009,Double Jeopardy!,SCIENCE,"$3,000 ","Fructose is a monosaccharide, a simple one of these",a sugar
5814,12/17/2009,Double Jeopardy!,SCIENCE,"$1,600 ","A depiction of this dinosaur of the Cretaceous period is <a href=""http://www.j-archive.com/media/2009-12-17_DJ_25.jpg"" target=""_blank"">seen</a> <a href=""http://www.j-archive.com/media/2009-12-17_DJ_25a.jpg"" target=""_blank"">here</a>",a Triceratops
5814,12/17/2009,Double Jeopardy!,SCIENCE,"$2,000 ","pH, the measure of acidity, stands for ""potential of"" this most abundant element",hydrogen
9,9/20/1984,Final Jeopardy!,SCIENCE,None,The mammal that holds the record for the longest lifespan,man
5374,1/10/2008,Double Jeopardy!,SCIENCE,$400 ,"You have ""receptors"" in your ears for this fundamental force, & they get upset when  you're weightless",gravity
5374,1/10/2008,Double Jeopardy!,SCIENCE,$800 ,"(<a href=""http://www.j-archive.com/media/2008-01-10_DJ_08.jpg"" target=""_blank"">Kelly of the Clue Crew reports from the <i>Jeopardy!</i> science lab.</a>)  Iodine reacts with this carbohydrate in food; if it's present, the iodine turns a <a href=""http://www.j-archive.com/media/2008-01-10_DJ_08a.jpg"" target=""_blank"">bluish-black color</a>",starch
5374,1/10/2008,Double Jeopardy!,SCIENCE,"$1,200 ","Darwin defined it as ""preservation of favorable variations and the rejection of injurious variations""",natural selection
5374,1/10/2008,Double Jeopardy!,SCIENCE,"$1,600 ","(<a href=""http://www.j-archive.com/media/2008-01-10_DJ_14.jpg"" target=""_blank"">Kelly of the Clue Crew rubs a balloon on her hair in the <i>Jeopardy!</i> science lab.</a>)  Rubbing a balloon builds up electrons that then attract this type of particle in a <a href=""http://www.j-archive.com/media/2008-01-10_DJ_14a.jpg"" target=""_blank"">metal can</a>, from the Greek for ""first""",protons
5374,1/10/2008,Double Jeopardy!,SCIENCE,"$2,000 ","Below the atmosphere is this ""sphere"", from the Greek for ""stone""",the lithosphere
1195,11/10/1989,Jeopardy!,SCIENCE,$100 ,The mother of a mule,Horse (Mare)
1195,11/10/1989,Jeopardy!,SCIENCE,$200 ,It's another name for your coccyx,Tailbone
1195,11/10/1989,Jeopardy!,SCIENCE,$300 ,Union Carbide makes this common car additive that contains ethylene glycol,Antifreeze
1195,11/10/1989,Jeopardy!,SCIENCE,$400 ,This unit of measure in weather is abbreviated mb,Millibar
1195,11/10/1989,Jeopardy!,SCIENCE,$500 ,"Frenchman who discovered the Piezoelectric Effect, that certain crystals when stressed make electricity",Pierre Curie
2964,6/19/1997,Jeopardy!,SCIENCE,$100 ,An EEG records the electrical activity of this organ,Brain
2964,6/19/1997,Jeopardy!,SCIENCE,$200 ,Human beings normally have 46 of these in most of their cells,Chromosomes
2964,6/19/1997,Jeopardy!,SCIENCE,$300 ,"This second-lightest metal, symbol K, is so soft it can be cut with a knife",Potassium
2964,6/19/1997,Jeopardy!,SCIENCE,$400 ,"He's been called the ""Father of Modern Rocketry""",Robert Goddard
2964,6/19/1997,Jeopardy!,SCIENCE,$500 ,"According to his law, resistance in a DC circuit is the ratio of volts to amps",Georg Ohm
